UnitID,Institution,OPEID8,Institution2,Street_address,City,ZIP,website,Mission_statement, Mission statement URL,blank
224156,Paul Mitchell the School-Dallas,01248300  ,Paul Mitchell the School-Dallas,2389 Midway Road  Ste A,Carrollton,75006,https://paulmitchell.edu/dallas,At Paul Mitchell The School Dallas  our mission is to provide a quality educational system to prepare students to pass the state board examination and gain employment within their chosen field of study. We promote and recognize the principles of fairness  equity  inclusion  anti-racism  and social justice. Our culture is about celebrating diversity  bringing out the best in people and situations  changing lives  making a difference  giving back  healing the planet  and healing ourselves. We also provide a solid educational foundation to empower our team members in the pursuit of excellence. We strongly believe that when people come first  success will follow.,,
249238,Paul Mitchell the School-Houston,02357700  ,Paul Mitchell the School-Houston,10516 Katy Fwy  Suite A,Houston,77043,paulmitchell.edu/houston,At Paul Mitchell The School Houston  our mission is to provide a quality educational system to prepare students to pass the state board examination and gain employment within their chosen field of study. We promote and recognize the principles of fairness  equity  inclusion  anti-racism  and social justice. Our culture is about celebrating diversity  bringing out the best in people and situations  changing lives  making a difference  giving back  healing the planet  and healing ourselves. We also provide a solid educational foundation to empower our team members in the pursuit of excellence. We strongly believe that when people come first  success will follow.,,
451714,Paul Mitchell the School-San Antonio,01248301  ,Paul Mitchell the School-San Antonio,18402 US Highway 281  Suite 124,San Antonio,78259,paulmitchell.edu/sanantonio,Our school's mission is to provide a quality educational system to prepare students to pass the state board examination and gain employment within their chosen field of study.  We are passionately committed to providing a solid educational foundation to empower our team in the pursuit of excellence and we strongly believe that when people come first  success will follow.,,
227429,Paul Quinn College,00360200  ,Paul Quinn College,3837 Simpson Stuart Rd,Dallas,75241,www.pqc.edu/,,pqc-edu.squarespace.com/whoweare,
369783,PCI Health Training Center,03019800  ,PCI Health Training Center,8101 John Carpenter Fwy,Dallas,75247-4720,www.pcihealth.edu/,,www.pcihealth.edu,
495244,Pearlands Innovative School of Beauty,04288900  ,Pearlands Innovative School of Beauty,9330 Broadway Street,Pearland,77584-7891,www.pearlandinnovative.com/,It's the mission of Pearlands Innovative School of Beauty to provide a quality education  in the field Cosmetology  Esthetics   and Cosmetology  Instructor  while allowing you to express and expand your creativity. We also strive to guide you toward a successful career in the beauty industry.,,
490735,Peloton College,04168701  ,Peloton College,1200 East Copeland Road,Arlington,76011-9998,pelotoncollege.edu/,The mission of Peloton College is to be the premier provider of hands-on training and education by providing students and graduates with the necessary skills to secure occupational careers.,,
459514,Peloton College,04168700  ,Peloton College,8150 North Central Expressway M2240,Dallas,75206,www.pelotoncollege.edu/,The mission of Peloton College is to be the premier provider of hands-on training and education by providing students and graduates with the necessary skills to secure occupational careers.,,
486813,Pima Medical Institute-El Paso,02217123  ,Pima Medical Institute-El Paso,6926 Gateway Boulevard E.,El Paso,79915-1525,www.pmi.edu/,"Our Mission is to improve the quality of people's lives by providing the best value in medical career education.",,
460136,Pima Medical Institute-Houston,02217118  ,Pima Medical Institute-Houston,11125 Equity Drive  Suite 100,Houston,77041,pmi.edu/,"Our Mission is to improve the quality of people's lives by providing the best value in medical career education.",,
494588,Pima Medical Institute-San Antonio,02217126  ,Pima Medical Institute-San Antonio,6550 First Park Ten Blvd,San Antonio,78213,pmi.edu/,"Our mission is to improve the quality of people's lives by providing the best value in medical career education.",,
418913,Pipo Academy of Hair Design,02176100  ,Pipo Academy of Hair Design,3000 Pershing Dr,El Paso,79903,www.pipoacademy.com/,Pipo Academy of Hair Design provides the opportunity for education in cosmetology to all prospective students who desire to benefit from the experience. In addition to developing the necessary skill of the profession  a commitment is made to instill with each student the qualities to achieve self-realization  growth  and maturity. The emphasis is upon serving the individual student through a comprehensive and balanced program of beauty culture skills and development of personal qualities to assure success in contemporary society.    Cosmetology education must be qualitative  therefore Pipo Academy of Hair Design within its defined role  will seek to enhance the quality of its professional cosmetology endeavors for its philosophy by providing a range of programs designed to achieve the mission of the Academy. The Academy's objectives and mission is to give the student the best cosmetology training possible  so they can be well prepared for state board examination and to assist this student in current job placements so they can through their education  be better qualified and retain good paying jobs. Preparing grads for careers in Cosmetology Arts & Science and/or fields is the Academy's chief mission,,
227526,Prairie View A & M University,00363000  ,Prairie View A & M University,FM 1098 Road & University Drive,Prairie View,77446,www.pvamu.edu/,,www.pvamu.edu/about_pvamu/college-history/mission/,
439507,Quest College,03400300  ,Quest College,5430 Fredericksburg Rd Ste 310,San Antonio,78229,www.questcollege.edu/,,questcollege.edu/about-us/who-we-are/,
227687,Ranger College,00360300  ,Ranger College,1240 College Circle,Ranger,76470,www.rangercollege.edu/,,www.rangercollege.edu/,
223463,Remington College-Dallas Campus,03026500  ,Remington College-Dallas Campus,1800 Eastgate Dr,Garland,75041,https://www.remingtoncollege.edu/locations/dallas/,The Campus is uncompromisingly dedicated to high quality  college-level  career-oriented education. Our primary objectives are to graduate a high percentage of students who enter career programs and to help them achieve relevant employment in their chosen career field. In order to achieve these dual objectives  it is not only important what is being taught  but how it is being taught.          The Campus' philosophy is to provide quality programs that are sound in concept  implemented by a competent and dedicated faculty  and geared to serve those seeking a solid foundation in knowledge and skills required to gain employment in their chosen fields. The programs emphasize 'hands on' training and are designed to meet the needs of employers in today's market. To offer students the training and skills that will lead to successful employment  the school must:    - continually evaluate and update educational programs     - provide modern facilities and training equipment     - select instructors with professional experience in the vocations they teach with the ability to motivate and develop students to their greatest potential  and    - encourage self-discipline so that students may enjoy success on the job and in society.,,
377111,Remington College-Fort Worth Campus,03026506  ,Remington College-Fort Worth Campus,300 E. Loop 820,Fort Worth,76112-1225,https://www.remingtoncollege.edu/locations/fort-worth/,The Campus is uncompromisingly dedicated to high quality  college-level  career-oriented education. Our primary objectives are to graduate a high percentage of students who enter career programs and to help them achieve relevant employment in their chosen career field. In order to achieve these dual objectives  it is not only important what is being taught  but how it is being taught.          The Campus' philosophy is to provide quality programs that are sound in concept  implemented by a competent and dedicated faculty  and geared to serve those seeking a solid foundation in knowledge and skills required to gain employment in their chosen fields. The programs emphasize 'hands on' training and are designed to meet the needs of employers in today's market. To offer students the training and skills that will lead to successful employment  the school must:    - continually evaluate and update educational programs     - provide modern facilities and training equipment     - select instructors with professional experience in the vocations they teach with the ability to motivate and develop students to their greatest potential  and    - encourage self-discipline so that students may enjoy success on the job and in society.,,
451857,Remington College-Houston Southeast Campus,03026504  ,Remington College-Houston Southeast Campus,20985 Interstate 45 South,Webster,77598,https://www.remingtoncollege.edu/locations/houston/webster/,The Campus is uncompromisingly dedicated to high quality  college-level  career-oriented education. Our primary objectives are to graduate a high percentage of students who enter career programs and to help them achieve relevant employment in their chosen career field. In order to achieve these dual objectives  it is not only important what is being taught  but how it is being taught. The Campus' philosophy is to provide quality programs that are sound in concept  implemented by a competent and dedicated faculty  and geared to serve those seeking a solid foundation in knowledge and skills required to gain employment in their chosen fields. The programs emphasize 'hands on' training and are designed to meet the needs of employers in today's market. To offer students the training and skills that will lead to successful employment  the school must:  - continually evaluate and update educational programs     - provide modern facilities and training equipment     - select instructors with professional experience in the vocations they teach with the ability to motivate and develop students to their greatest potential  and    - encourage self-discipline so that students may enjoy success on the job and in society.,,
445203,Remington College-North Houston Campus,03026501  ,Remington College-North Houston Campus,11310 Greens Crossing Blvd  Ste 300,Houston,77067,https://www.remingtoncollege.edu/locations/houston/greenspoint/,The principal objective of the Campus is to provide career training and to assist students as they attempt to obtain relevant entry-level employment. The Campus offers programs that are career focused in fields that are believed to offer employment opportunities.,,
227757,Rice University,00360400  ,Rice University,6100 S Main St,Houston,77005-1827,www.rice.edu/,,https://www.rice.edu/mission-values,
476726,Rio Grande Valley College,04193000  ,Rio Grande Valley College,5419 North Cage Boulevard,Pharr,78577-2106,www.rgvcollege.edu/,,rgvcollege.edu/about.asp,
227845,Saint Edward's University,00362100  ,Saint Edward's University,3001 S Congress Ave,Austin,78704-6489,https://www.stedwards.edu/,,https://www.stedwards.edu/mission,
459532,Salon & Spa Institute,04169000  ,Salon & Spa Institute,2695 North Coria Street,Brownsville,78520-8809,www.ssi.edu/,At Salon & Spa Institute we aspire to inspire. Whether you’re interested in a career in Cosmetology  Esthetics  or Instructor  our educators strive to provide the theoretical education  practical training  attitude  modeling and counseling necessary to inspire and enable each student to satisfactorily complete his or her course of study  pass the required state examination and secure employment in a cosmetology related field. Students here receive extensive hands-on training to empower their individual strengths.,,
485874,Salon Boutique Academy,04249300  ,Salon Boutique Academy,4135 Belt Line Road Suite 102,Addison,75001-4399,www.salonboutiqueacademy.com/,Salon Boutique Academy’s mission is to provide an education program in a forward-focused  business-modeled environment that prepares dedicated learners for entry-level employment and career success in the beauty industry.,,
491835,Salon Professional Academy of San Antonio,04271700  ,Salon Professional Academy of San Antonio,16640 San Pedro Avenue,San Antonio,78232-2242,www.tspasanantonio.com/,The Salon Professional Academy's goal is to graduate highly trained professionals who are prepared to work in 21st century salons and spas. As a member of The Salon Professional Academy franchise  we are dedicated to keeping our educational quality at the highest level in the cosmetology arts and sciences. Systems and programs are continually updated to stay abreast with our changing industry and to accelerate our student's success. In addition  we prepare our students to pass the Texas State Board licensing exam which is required to pursue employment.,,
227881,Sam Houston State University,00360600  ,Sam Houston State University,1806 Ave J,Huntsville,77340,www.shsu.edu/,Sam Houston State University provides high quality education  scholarship  and service to qualified students for the benefit of regional  state  national and international constituencies.,,
227924,San Antonio College,00916300  ,San Antonio College,1819 N. Main Ave. ,San Antonio,78212-3941,www.alamo.edu/sac,,www.alamo.edu/sac/about-sac/strategic-plan/mission-vison--values/,
227979,San Jacinto Community College,00360900  ,San Jacinto Community College,8060 Spencer Hwy,Pasadena,77505,www.sanjac.edu/,,https://www.sanjac.edu/about-san-jac/overview/vision-mission-values,
377218,School of Automotive Machinists & Technology,03032300  ,School of Automotive Machinists & Technology,1911 Antoine Drive,Houston,77055-1803,samtech.edu/,,samtech.edu/wp-content/uploads/2016/09/Philosophy-and-Mission-Statement.pdf,
228042,Schreiner University,00361000  ,Schreiner University,2100 Memorial Blvd,Kerrville,78028-5697,www.schreiner.edu/,,schreiner.edu/about,
369695,Sebring Career Schools-Houston,02530700  ,Sebring Career Schools-Houston,6672 Hwy 06 S,Houston,77083,sebringcareerschools.com/,,https://sebringcareerschools.com,
246406,Sebring Career Schools-Huntsville,02530704  ,Sebring Career Schools-Huntsville,2505 Lake Road     Suite 1,Huntsville,77340,www.sebringcareerschools.com/,,www.sebringcareerschools.com/about_us,
368540,Seguin Beauty School-New Braunfels,02521801  ,Seguin Beauty School-New Braunfels,214 W San Antonio Street,New Braunfels,78130,www.seguinbeautyschool.net/,The mission of Seguin Beauty School is to provide an educational program to instruct to such a competency level that will prepare its graduates for employment and or advancement in an existing or potential occupational field.,,
228088,Seguin Beauty School-Seguin,02521800  ,Seguin Beauty School-Seguin,102 E Court St,Seguin,78155,seguinbeautyschool.net/,The mission of Seguin Beauty School is to provide an educational program to instruct to such a competency level that will prepare its graduates for employment and or advancement in an existing or potential occupational field.,,
228158,South Plains College,00361100  ,South Plains College,1401 S. College Ave,Levelland,79336,www.southplainscollege.edu/,South Plains College provides educational opportunities that improve the lives of its students by establishing a foundation for lifelong learning. The College offers high quality courses  programs and services that assist students in clarifying and achieving their educational and career goals in order to become productive and responsible citizens in a global society. South Plains College empowers its faculty and staff to provide a learning environment that is innovative  engaging  compassionate  safe  diverse and supportive of the College vision.,,
228185,South Texas Barber College Inc,03922300  ,South Texas Barber College Inc,3917 Ayers,Corpus Christi,78415,www.southtexasbarbercollege.net/,,southtexasbarbercollege.homestead.com/~local/~preview/schoolinformation.html?_=1527801486152,
409315,South Texas College,03103400  ,South Texas College,3201 W. Pecan,McAllen,78501,https://www.southtexascollege.edu/,,https://www.southtexascollege.edu/about/mission.html,
228194,South Texas College of Law Houston,00497700  ,South Texas College of Law Houston,1303 San Jacinto Street,Houston,77002-7006,www.stcl.edu/,South Texas College of Law Houston provides a diverse body of students with the opportunity to obtain an exceptional legal education  preparing graduates to serve their community and the profession with distinction.,,
455974,South Texas Training Center,04146800  ,South Texas Training Center,1901 W Hwy 77,San Benito,78586,www.southtexastraining.com/,,www.southtexastraining.com,
456922,South Texas Vocational Technical Institute-Brownsville,02548802  ,South Texas Vocational Technical Institute-Brownsville,1900 North Expressway  Suite O,Brownsville,78521,https://www.stvt.edu/,We inspire and motivate students to empower themselves through training and education.,,
228200,South Texas Vocational Technical Institute-Weslaco,02548800  ,South Texas Vocational Technical Institute-Weslaco,1600 North Westgate Drive  Suite 400,Weslaco,78599,https://www.stvt.edu/,We inspire and motivate students to empower themselves through training and education.,,
480073,South University-Austin,01303915  ,South University-Austin,1220 West Louis Henna Boulevard,Round Rock,78681-2300,www.southuniversity.edu/austin#location=Austin  TX,,https://www.southuniversity.edu/whoweare/about/mission-statement,
449807,Southeast Texas Career Institute,04036300  ,Southeast Texas Career Institute,975 Hwy 327 E Suite 150,Silsbee,77656,www.setxci.com/,The mission of the Southeast Texas Career Institute is to educate each student to function successfully in the career  field of their choice. The Southeast Texas Career Institute has high expectations of its students and dedicates its efforts and resources to assure that each student will become a lifelong learner.,,
226903,Southern Careers Institute-Austin,03035300  ,Southern Careers Institute-Austin,1701 W Ben White Blvd  Ste 100,Austin,78744,www.scitexas.edu/,,www.scitexas.edu/about-sci/,
459967,Southern Careers Institute-Brownsville,03035305  ,Southern Careers Institute-Brownsville,935 N. Expressway,Brownsville,78520,www.scitexas.edu/,,www.scitexas.edu/about-sci/,
405076,Southern Careers Institute-Corpus Christi,03035302  ,Southern Careers Institute-Corpus Christi,2422 Airline Road,Corpus Christi,78414,www.scitexas.edu/,,www.scitexas.edu/about-sci/,
459985,Southern Careers Institute-Harlingen,03035306  ,Southern Careers Institute-Harlingen,1122 Morgan Boulevard,Harlingen,78550,www.scitexas.edu/,,www.scitexas.edu/about-sci/,
408385,Southern Careers Institute-Pharr,03035301  ,Southern Careers Institute-Pharr,1500 N. Jackson Rd,Pharr,78577,www.scitexas.edu/,,www.scitexas.edu/about-sci/,
482015,Southern Careers Institute-San Antonio,03035308  ,Southern Careers Institute-San Antonio,6963 NW Loop 410,San Antonio,78238-4114,www.scitexas.edu/,,www.scitexas.edu/about-sci/,
430245,Southern Careers Institute-San Antonio,03035303  ,Southern Careers Institute-San Antonio,238 SW Military Drive  Suite 101,San Antonio,78221,www.scitexas.edu/,,www.scitexas.edu/about-sci/,
493992,Southern Careers Institute-Waco,03035309  ,Southern Careers Institute-Waco,3700 South IH-35 Suite A,Waco,76706-3756,www.scitexas.edu/,Our mission is to ensure the long-term success of our students by delivering employer tailored programs that result in an increasing demand for Southern Careers Institute graduates. SCI is dedicated to accomplishing its Mission Statement through the following objectives: 1.Laser Focus on Student Value Through Efficient Delivery 2.Superior Student Experience 3.Strategic Employer Partnerships,,
228246,Southern Methodist University,00361300  ,Southern Methodist University,6425 Boaz St,Dallas,75275-0221,https://www.smu.edu/,,www.smu.edu/aboutsmu/strategicplan/mission,
481322,Southern Texas Careers Academy,04213300  ,Southern Texas Careers Academy,601 East Nolana Suite C,McAllen,78504-2569,stcacademy.edu/,,stcacademy.edu/about-us/,
382911,Southwest Collegiate Institute for the Deaf,00357401  ,Southwest Collegiate Institute for the Deaf,3200 Ave C,Big Spring,79720-7298,https://howardcollege.edu/swcid/,,howardcollege.edu/home/about/vision-mission/,
228282,Southwest School of Business and Technical Careers-San Antonio,02218300  ,Southwest School of Business and Technical Careers-San Antonio,229 SW Military Drive,San Antonio,78221-0138,www.sws.edu/,,www.sws.edu/about-us.php,
228316,Southwest Texas Junior College,00361400  ,Southwest Texas Junior College,2401 Garner Field Rd,Uvalde,78801-6297,https://www.swtjc.edu/,Our Mission Southwest Texas Junior College enriches lives and advances growth through the education of our diverse communities.,,
451556,Southwest University at El Paso,04131700  ,Southwest University at El Paso,1414 Geronimo,El Paso,79925,southwestuniversity.edu/,,southwestuniversity.edu/about-us/,
228468,Southwestern Adventist University,00361900  ,Southwestern Adventist University,100 W Hillcrest,Keene,76059,www.swau.edu/,,www.swau.edu/knowledge-faith-service,
228325,Southwestern Assemblies of God University,00361600  ,Southwestern Assemblies of God University,1200 Sycamore,Waxahachie,75165,www.sagu.edu/,Southwestern Assemblies of God University exists to equip students spiritually  academically  professionally  and cross-culturally for their God-given careers and callings.,,
494603,Southwestern Baptist Theological Seminary,-2        ,Southwestern Baptist Theological Seminary,2001 W. Seminary Dr.,Fort Worth,76115,swbts.edu/,,swbts.edu/about/mission/,
228486,Southwestern Christian College,00361800  ,Southwestern Christian College,200 Bowser Circle,Terrell,75160-4812,www.swcc.edu/,,swcc.edu/about.html,
228343,Southwestern University,00362000  ,Southwestern University,1001 E. University Avenue,Georgetown,78626,www.southwestern.edu/,,www.southwestern.edu/about-southwestern/university-profile/mission-purpose-values/,
227854,St Philip's College,00360800  ,St Philip's College,1801 Martin Luther King Dr,San Antonio,78203-2098,www.alamo.edu/spc/,,https://www.alamo.edu/spc/about-spc/strategic-plan/mission-vision-and-valuesstrategic-plan/,
228149,St. Mary's University,00362300  ,St. Mary's University,One Camino Santa Maria,San Antonio,78228,www.stmarytx.edu/,,www.stmarytx.edu/about/mission-vision/,
228431,Stephen F Austin State University,00362400  ,Stephen F Austin State University,2008 Alumni Drive  Rusk 206,Nacogdoches,75961,www.sfasu.edu/,,www.sfasu.edu/strategicplan/429.asp,
491066,Strand Institute of Beauty & Esthetics,04274500  ,Strand Institute of Beauty & Esthetics,1018 Us Hwy 181,Portland,78374,thestrandinstitute.edu/,Our mission at The Strand Institute is to produce beauty professionals who are passionate highly motivated  and exceptionally trained. At the Institute  we work with dedication and integrity to inspire condidence and joy in others. We believe that feelin good on the inside starts with looking good on the outside.,,
458973,Strayer University-Texas,10145901  ,Strayer University-Texas,2711 LBJ Freeway,Farmers Branch,75234,www.strayer.edu/campus-locations/texas/north-austin,,www.strayer.edu/student-experience/about-strayer,
228501,Sul Ross State University,00362500  ,Sul Ross State University,HWY 90 East,Alpine,79832,www.sulross.edu/,,https://www.sulross.edu/about/,
228529,Tarleton State University,00363100  ,Tarleton State University,1333 W. Washington,Stephenville,76401-0000,www.tarleton.edu/,,www.tarleton.edu/strategicplan/2016-2020/mission-vision.html,
228547,Tarrant County College District,00362600  ,Tarrant County College District,300 Trinity Campus Circle,Fort Worth,76102,www.tccd.edu/,,www.tccd.edu/about/mission-and-vision/,
228608,Temple College,00362700  ,Temple College,2600 S 1st St,Temple,76504-7435,www.templejc.edu/,The mission of Temple College is to foster student success for our diverse community by providing quality lifelong learning and enrichment experiences that empower students to achieve their dreams and aspirations.,,
228699,Texarkana College,00362800  ,Texarkana College,2500 N Robison Rd,Texarkana,75599,https://www.texarkanacollege.edu/,,https://www.texarkanacollege.edu/about/mission/,
226152,Texas A & M International University,00965100  ,Texas A & M International University,5201 University Blvd,Laredo,78041-1900,www.tamiu.edu/,,https://www.tamiu.edu/general.shtml#ourmission,
228723,Texas A & M University-College Station,00363200  ,Texas A & M University-College Station,JKW Administration Building  Suite 200,College Station,77843-1248,https://www.tamu.edu/,,https://www.tamu.edu/statements/mission.html,
224554,Texas A & M University-Commerce,00356500  ,Texas A & M University-Commerce,2200 Campbell Stree,Commerce,75429-3011,www.tamuc.edu/,,www.tamuc.edu/aboutus/ourmission/default.aspx,
224147,Texas A & M University-Corpus Christi,01116100  ,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,78412-5503,https://www.tamucc.edu/,,https://www.tamucc.edu/about-us/vision.php,
228705,Texas A & M University-Kingsville,00363900  ,Texas A & M University-Kingsville,955 University Blvd,Kingsville,78363,https://www.tamuk.edu/,,https://www.tamuk.edu/administration/president/accred-mission.html,
228732,Texas A & M University-System Office,00363200  ,Texas A & M University-System Office,301 Tarrow,College Station,77840-7896,tamus.edu/,,,
483036,Texas A&M University-Central Texas,04229500  ,Texas A&M University-Central Texas,1001 Leadership Place,Killeen,76549,tamuct.edu/,,https://www.tamuct.edu/about/mission.html,
459949,Texas A&M University-San Antonio,04248500  ,Texas A&M University-San Antonio,One University Way,San Antonio,78224,www.tamusa.edu/,,www.tamusa.edu/about/missionstatement.html,
224545,Texas A&M University-Texarkana,03170300  ,Texas A&M University-Texarkana,7101 University Avenue,Texarkana,75503,www.tamut.edu/,,tamut.edu/about/mission-statement.html,
440989,Texas Barber College,02568100  ,Texas Barber College,8201 S. Gessner Road  Suite A,Houston,77036,www.txbarber.edu/,,txbarber.edu/tbc-mission-statement/,
458061,Texas Beauty College,04158500  ,Texas Beauty College,4123 Denton Hwy,Haltom city,76117,texasbeautyinfo.com/,Our goal at Texas Beauty College is to educate  and to help students succeed while attending Texas Beauty College and lead them to a better future in a career in the field of cosmetology and/or related field of study.,,
228866,Texas Chiropractic College Foundation Inc,00363500  ,Texas Chiropractic College Foundation Inc,5912 Spencer Hwy,Pasadena,77505-1699,www.txchiro.edu/,,www.txchiro.edu/student-services/about-tcc/mission-statement.html,
228875,Texas Christian University,00363600  ,Texas Christian University,2800 S University Dr,Fort Worth,76129,www.tcu.edu/,To educate individuals to think and act as ethical leaders and responsible citizens in the global community.,,
228884,Texas College,00363800  ,Texas College,2404 N. Grand Avenue,Tyler,75702,www.texascollege.edu/,,www.texascollege.edu/about-brtexas-college/mission-history/,
377315,Texas College of Cosmetology-Abilene,03025000  ,Texas College of Cosmetology-Abilene,117 Sayles Blvd.,Abilene,79605,www.texascollegecosmetology.com/,The prime objective of Texas College is to prepare our students to become successful members of the Cosmetology profession.  The course is directed to train the students in theory and practical experiences that will prepare them for the State Board Exam and for a career in Cosmetology.  In order to fulfill our objective  we must not only teach the techniques and artistry of cosmetology  but also teach poise  charm  self-reliance  business practices and personal and public hygiene.,,
487232,Texas College of Cosmetology-Lubbock,03025002  ,Texas College of Cosmetology-Lubbock,3602 Slide Road  Suite B-18,Lubbock,79414-2532,www.texascollegecosmetology.com/,The prime objective of Texas College is to prepare our students to become successful members of the Cosmetology profession. To prepare students for the State Board Exam and for a career in Cosmetology. We not only teach the techniques and artistry of cosmetology  but also teach poise  charm  self-reliance  business practices and personal and public hygiene.,,
419633,Texas College of Cosmetology-San Angelo,03025001  ,Texas College of Cosmetology-San Angelo,3504 Knickerbocker Road,San Angelo,76904,www.texascollegecosmetology.com/,The prime objective of Texas College is to prepare our students to become successful members of the Cosmetology profession. To prepare students for the State Board Exam and for a career in Cosmetology.  We not only teach the techniques and artistry of cosmetology  but also teach poise  charm  self-reliance  business practices and personal and public hygiene.,,
430704,Texas Health and Science University,03179500  ,Texas Health and Science University,4005 Menchaca Rd,Austin,78704,https://www.thsu.edu/,,https://www.thsu.edu/mission-statement/,
448196,Texas Health School,03987300  ,Texas Health School,11511 Katy Fwy Ste 200,Houston,77079,ths.edu/,The mission of Texas Health School is to provide quality educational programs that prepare its graduates for employment in their specialized field of allied health.,,
494694,Texas Healthtech Institute,04283100  ,Texas Healthtech Institute,9615 College Street,Beaumont,77707-2604,www.texashealthtech.com/,,www.texashealthtech.com,
228981,Texas Lutheran University,00364100  ,Texas Lutheran University,1000 W. Court St,Seguin,78155-5999,www.tlu.edu/,,www.tlu.edu/about-tlu,
229063,Texas Southern University,00364200  ,Texas Southern University,3100 Cleburne St,Houston,77004,www.tsu.edu/,,www.tsu.edu/about/mission-vision.html,
227377,Texas Southmost College,03064600  ,Texas Southmost College,80 Fort Brown,Brownsville,78520,www.tsc.edu/,,www.tsc.edu/index.php/strategic-plan.html,
487320,Texas State Technical College,00363400  ,Texas State Technical College,3801 Campus Drive,Waco,76705,www.tstc.edu/,,www.tstc.edu/about/mission,
228459,Texas State University,00361500  ,Texas State University,601 University Dr,San Marcos,78666,www.txstate.edu/,,www.txstate.edu/about/mission.html,
229115,Texas Tech University,00364400  ,Texas Tech University,Broadway and University Avenue,Lubbock,79409-5005,www.ttu.edu/,,https://www.ttu.edu/about/mission.php,
229337,Texas Tech University Health Sciences Center,01067400  ,Texas Tech University Health Sciences Center,3601 4th Street,Lubbock,79430,https://www.ttuhsc.edu/,,https://www.ttuhsc.edu/about/mission-vision.aspx,
492689,Texas Tech University Health Sciences Center-El Paso,04280800  ,Texas Tech University Health Sciences Center-El Paso,5001 El Paso Drive,El Paso,79905-2827,elpaso.ttuhsc.edu/,,https://elpaso.ttuhsc.edu/about/mission-statement/default.aspx,
439154,Texas Tech University System Administration,00364400  ,Texas Tech University System Administration,1508 Knoxville Avenue,Lubbock,79409-2013,www.texastech.edu/,,,
229160,Texas Wesleyan University,00364500  ,Texas Wesleyan University,1201 Wesleyan St,Fort Worth,76105-1536,www.txwes.edu/,,https://txwes.edu/about/mission/,
229179,Texas Woman's University,00364600  ,Texas Woman's University,304 Administration Dr,Denton,76204,www.twu.edu/,,https://twu.edu/about-twu/purpose-mission-vision-values-principles/,
451820,The Art Institute of Austin,02117102  ,The Art Institute of Austin,1204 Chestnut St.,Bastrop,78602,www.artinstitutes.edu/austin/,The mission of The Art Institute of Houston and its branch campuses  The Art Institute of Austin and The Art Institute of San Antonio  is to provide a quality  collaborative academic environment for individuals seeking creative careers through higher education. As a private  multi-campus college  our bachelor degrees  associate degrees  and diploma programs incorporate traditional liberal arts  professional education  and management level competencies with hands-on instruction.  Faculty use learning-centered methodology to prepare students for entry-level positions in the design  media  fashion  and culinary arts fields as well as lifelong learning.,,
222938,The Art Institute of Houston,02117100  ,The Art Institute of Houston,4140 Southwest Freeway,Houston,77027-9625,www.artinstitutes.edu/houston,The mission of The Art Institute of Houston and its branch campuses  The Art Institute of Austin and The Art Institute of San Antonio  is to provide a quality  collaborative academic environment for individuals seeking creative careers through higher education. As a private  multi-campus college  our bachelor degrees  associate degrees  and diploma programs incorporate traditional liberal arts  professional education  and management level competencies with hands-on instruction.  Faculty use learning-centered methodology to prepare students for entry-level positions in the design  media  fashion  and culinary arts fields as well as lifelong learning.,,
458982,The Art Institute of San Antonio,02117104  ,The Art Institute of San Antonio,10000 IH-10 W Ste 200,San Antonio,78230,www.artinstitutes.edu/san-antonio,The mission of The Art Institute of Houston and its branch campuses  The Art Institute of Austin and The Art Institute of San Antonio  is to provide a quality  collaborative academic environment for individuals seeking creative careers through higher education. As a private  multi-campus college  our bachelor degrees  associate degrees  and diploma programs incorporate traditional liberal arts  professional education  and management level competencies with hands-on instruction.  Faculty use learning-centered methodology to prepare students for entry-level positions in the design  media  fashion  and culinary arts fields as well as lifelong learning.,,
437635,The College of Health Care Professions-Austin,03426300  ,The College of Health Care Professions-Austin,6330 E. Highway 290 Suite 180,Austin,78723,www.chcp.edu/,,www.chcp.edu,
480824,The College of Health Care Professions-Dallas,03426301  ,The College of Health Care Professions-Dallas,8585 N. STEMMONS FREEWAY  SUITE 300  NORTH TOWER,Dallas,75247,www.chcp.edu/,,www.chcp.edu/,
480833,The College of Health Care Professions-Fort Worth,03128103  ,The College of Health Care Professions-Fort Worth,4248 North Freeway,Fort Worth,76137-5021,www.chcp.edu/,,www.chcp.edu/about-us/who-we-are,
489283,The College of Health Care Professions-McAllen Campus,03128104  ,The College of Health Care Professions-McAllen Campus,1917 W. Nolana Ave Suite 100,McAllen,78504-4398,www.chcp.edu/,,www.chcp.edu/why-chcp,
392257,The College of Health Care Professions-Northwest,03128100  ,The College of Health Care Professions-Northwest,12230 Northwest Freeway,Houston,77092,www.chcp.edu/,,www.chcp.edu/why-chcp,
449250,The College of Health Care Professions-San Antonio,03128102  ,The College of Health Care Professions-San Antonio,4738 N. W. Loop 410,San Antonio,78229,chcp.edu/,,www.chcp.edu,
492722,The College of Health Care Professions-South San Antonio,03128105  ,The College of Health Care Professions-South San Antonio,1964 SW Military Drive,San Antonio,78221-1474,chcp.edu/,,www.chcp.edu/why-chcp,
447591,The College of Health Care Professions-Southwest Houston,03128101  ,The College of Health Care Professions-Southwest Houston,7322 SOUTHWEST FREEWAY SUITE 110,Houston,77074,www.chcp.edu/,,www.chcp.edu,
